system:index,Block,BlockID,FragSize,Hunted,PointID,Site,SiteID,SizeClass,Year,blue,date,evi,green,image,mask,ndvi,nir,path,red,row,satellite,sr,swir1,swir2,tcg,.geo
0000000000000000005d_1_2_LE07_013031_20171003,Wallingford,WF,422.8,false,WF_SGL_5,Sleeping_Giant,SGL,large,2018,0.03480000048875809,2017-10-03,0.28572118635880595,0.03319999948143959,1_2_LE07_013031_20171003,1.0,0.699586033821106,0.1437000036239624,13.0,0.02539999969303608,31.0,LANDSAT_7,5.657480239868164,0.05909999832510948,0.02290000021457672,0.08330475996897221,"{""type"":""Point"",""coordinates"":[-72.8764663786915,41.43981732920122]}"
0000000000000000005d_2_LC08_013031_20171011,Wallingford,WF,422.8,false,WF_SGL_5,Sleeping_Giant,SGL,large,2018,0.01810000091791153,2017-10-11,0.5486004908062737,0.04129999876022339,2_LC08_013031_20171011,1.0,0.8224473595619202,0.3418000042438507,13.0,0.0333000011742115,31.0,LANDSAT_8,10.264264106750488,0.147599995136261,0.05559999868273735,0.23234580019047618,"{""type"":""Point"",""coordinates"":[-72.8764663786915,41.43981732920122]}"
0000000000000000005d_1_2_LE07_013031_20171019,Wallingford,WF,422.8,false,WF_SGL_5,Sleeping_Giant,SGL,large,2018,0.021700000390410423,2017-10-19,0.4326547322192862,0.04610000178217888,1_2_LE07_013031_20171019,1.0,0.7483102679252625,0.27160000801086426,13.0,0.03909999877214432,31.0,LANDSAT_7,6.946291446685791,0.15449999272823334,0.06199999898672104,0.17088826014652014,"{""type"":""Point"",""coordinates"":[-72.8764663786915,41.43981732920122]}"
0000000000000000005d_2_LC08_013031_20171027,Wallingford,WF,422.8,false,WF_SGL_5,Sleeping_Giant,SGL,large,2018,0.021900000050663948,2017-10-27,0.38071523943560326,0.047200001776218414,2_LC08_013031_20171027,1.0,0.6855100989341736,0.25940001010894775,13.0,0.04839999973773956,31.0,LANDSAT_8,5.359504222869873,0.16169999539852142,0.07779999822378159,0.1539845702568412,"{""type"":""Point"",""coordinates"":[-72.8764663786915,41.43981732920122]}"
0000000000000000005d_1_2_LE07_013031_20171104,Wallingford,WF,422.8,false,WF_SGL_5,Sleeping_Giant,SGL,large,2018,99.0,2017-11-04,99.0,99.0,1_2_LE07_013031_20171104,0.0,99.0,99.0,13.0,99.0,31.0,LANDSAT_7,99.0,99.0,99.0,99.0,"{""type"":""Point"",""coordinates"":[-72.8764663786915,41.43981732920122]}"
0000000000000000005d_2_LC08_013031_20171112,Wallingford,WF,422.8,false,WF_SGL_5,Sleeping_Giant,SGL,large,2018,99.0,2017-11-12,99.0,99.0,2_LC08_013031_20171112,0.0,99.0,99.0,13.0,99.0,31.0,LANDSAT_8,99.0,99.0,99.0,99.0,"{""type"":""Point"",""coordinates"":[-72.8764663786915,41.43981732920122]}"
0000000000000000005d_2_LC08_013031_20171128,Wallingford,WF,422.8,false,WF_SGL_5,Sleeping_Giant,SGL,large,2018,0.031599998474121094,2017-11-28,0.23291679848149321,0.03959999978542328,2_LC08_013031_20171128,1.0,0.5180299282073975,0.17260000109672546,13.0,0.05480000004172325,31.0,LANDSAT_8,3.149635076522827,0.1762000024318695,0.10429999977350235,0.07866034003275156,"{""type"":""Point"",""coordinates"":[-72.8764663786915,41.43981732920122]}"
0000000000000000005d_2_LC08_013031_20171214,Wallingford,WF,422.8,false,WF_SGL_5,Sleeping_Giant,SGL,large,2018,99.0,2017-12-14,99.0,99.0,2_LC08_013031_20171214,0.0,99.0,99.0,13.0,99.0,31.0,LANDSAT_8,99.0,99.0,99.0,99.0,"{""type"":""Point"",""coordinates"":[-72.8764663786915,41.43981732920122]}"
0000000000000000005e_2_LC08_013031_20170128,Wallingford,WF,422.8,false,WF_SGL_6,Sleeping_Giant,SGL,large,2018,0.01590000092983246,2017-01-28,0.05096234723665331,0.01549999974668026,2_LC08_013031_20170128,1.0,0.39768341183662415,0.03620000183582306,13.0,0.015599999576807022,31.0,LANDSAT_8,2.3205127716064453,0.03420000150799751,0.020400000736117363,0.011170859893557435,"{""type"":""Point"",""coordinates"":[-72.87655556071256,41.44094102266669]}"
0000000000000000005e_2_LC08_013031_20170213,Wallingford,WF,422.8,false,WF_SGL_6,Sleeping_Giant,SGL,large,2018,99.0,2017-02-13,99.0,99.0,2_LC08_013031_20170213,0.0,99.0,99.0,13.0,99.0,31.0,LANDSAT_8,99.0,99.0,99.0,99.0,"{""type"":""Point"",""coordinates"":[-72.87655556071256,41.44094102266669]}"
0000000000000000005e_1_2_LE07_013031_20170221,Wallingford,WF,422.8,false,WF_SGL_6,Sleeping_Giant,SGL,large,2018,99.0,2017-02-21,99.0,99.0,1_2_LE07_013031_20170221,0.0,99.0,99.0,13.0,99.0,31.0,LANDSAT_7,99.0,99.0,99.0,99.0,"{""type"":""Point"",""coordinates"":[-72.87655556071256,41.44094102266669]}"
0000000000000000005e_1_2_LE07_013031_20170309,Wallingford,WF,422.8,false,WF_SGL_6,Sleeping_Giant,SGL,large,2018,0.0430000014603138,2017-03-09,0.156898938624827,0.04859999939799309,1_2_LE07_013031_20170309,1.0,0.34546995162963867,0.15889999270439148,13.0,0.07729999721050262,31.0,LANDSAT_7,2.0556273460388184,0.22859999537467957,0.14920000731945038,0.045813498941607494,"{""type"":""Point"",""coordinates"":[-72.87655556071256,41.44094102266669]}"
0000000000000000005e_2_LC08_013031_20170317,Wallingford,WF,422.8,false,WF_SGL_6,Sleeping_Giant,SGL,large,2018,99.0,2017-03-17,99.0,99.0,2_LC08_013031_20170317,0.0,99.0,99.0,13.0,99.0,31.0,LANDSAT_8,99.0,99.0,99.0,99.0,"{""type"":""Point"",""coordinates"":[-72.87655556071256,41.44094102266669]}"
0000000000000000005e_2_LC08_013031_20170402,Wallingford,WF,422.8,false,WF_SGL_6,Sleeping_Giant,SGL,large,2018,0.042100001126527786,2017-04-02,0.20478601012425218,0.059700001031160355,2_LC08_013031_20170402,1.0,0.39800482988357544,0.20319999754428864,13.0,0.08749999850988388,31.0,LANDSAT_8,2.3222856521606445,0.26010000705718994,0.1720000058412552,0.06966701915535452,"{""type"":""Point"",""coordinates"":[-72.87655556071256,41.44094102266669]}"
0000000000000000005e_1_2_LE07_013031_20170410,Wallingford,WF,422.8,false,WF_SGL_6,Sleeping_Giant,SGL,large,2018,99.0,2017-04-10,99.0,99.0,1_2_LE07_013031_20170410,0.0,99.0,99.0,13.0,99.0,31.0,LANDSAT_7,99.0,99.0,99.0,99.0,"{""type"":""Point"",""coordinates"":[-72.87655556071256,41.44094102266669]}"
0000000000000000005e_2_LC08_013031_20170418,Wallingford,WF,422.8,false,WF_SGL_6,Sleeping_Giant,SGL,large,2018,0.04470000043511391,2017-04-18,0.21737619461337965,0.06440000236034393,2_LC08_013031_20170418,1.0,0.40289855003356934,0.21780000627040863,13.0,0.09269999712705612,31.0,LANDSAT_8,2.3495144844055176,0.28610000014305115,0.18649999797344208,0.07485013029304027,"{""type"":""Point"",""coordinates"":[-72.87655556071256,41.44094102266669]}"
0000000000000000005e_2_LC08_013031_20170504,Wallingford,WF,422.8,false,WF_SGL_6,Sleeping_Giant,SGL,large,2018,0.02969999983906746,2017-05-04,0.4731425246390515,0.06970000267028809,2_LC08_013031_20170504,1.0,0.7296690940856934,0.3084000051021576,13.0,0.04820000007748604,31.0,LANDSAT_8,6.398340225219727,0.1988999992609024,0.1023000031709671,0.1818460195414782,"{""type"":""Point"",""coordinates"":[-72.87655556071256,41.44094102266669]}"
0000000000000000005e_1_2_LE07_013031_20170512,Wallingford,WF,422.8,false,WF_SGL_6,Sleeping_Giant,SGL,large,2018,99.0,2017-05-12,99.0,99.0,1_2_LE07_013031_20170512,0.0,99.0,99.0,13.0,99.0,31.0,LANDSAT_7,99.0,99.0,99.0,99.0,"{""type"":""Point"",""coordinates"":[-72.87655556071256,41.44094102266669]}"
0000000000000000005e_2_LC08_013031_20170520,Wallingford,WF,422.8,false,WF_SGL_6,Sleeping_Giant,SGL,large,2018,99.0,2017-05-20,99.0,99.0,2_LC08_013031_20170520,0.0,99.0,99.0,13.0,99.0,31.0,LANDSAT_8,99.0,99.0,99.0,99.0,"{""type"":""Point"",""coordinates"":[-72.87655556071256,41.44094102266669]}"
0000000000000000005e_1_2_LE07_013031_20170613,Wallingford,WF,422.8,false,WF_SGL_6,Sleeping_Giant,SGL,large,2018,0.02979999966919422,2017-06-13,0.7217499114417286,0.050200000405311584,1_2_LE07_013031_20170613,1.0,0.8624338507652283,0.4399999976158142,13.0,0.032499998807907104,31.0,LANDSAT_7,13.538461685180664,0.18520000576972961,0.06859999895095825,0.3044395801516915,"{""type"":""Point"",""coordinates"":[-72.87655556071256,41.44094102266669]}"
0000000000000000005e_2_LC08_013031_20170621,Wallingford,WF,422.8,false,WF_SGL_6,Sleeping_Giant,SGL,large,2018,99.0,2017-06-21,99.0,99.0,2_LC08_013031_20170621,0.0,99.0,99.0,13.0,99.0,31.0,LANDSAT_8,99.0,99.0,99.0,99.0,"{""type"":""Point"",""coordinates"":[-72.87655556071256,41.44094102266669]}"
0000000000000000005e_1_2_LE07_013031_20170715,Wallingford,WF,422.8,false,WF_SGL_6,Sleeping_Giant,SGL,large,2018,0.0406000018119812,2017-07-15,0.7368255521386636,0.060600001364946365,1_2_LE07_013031_20170715,1.0,0.8247604370117188,0.46650001406669617,13.0,0.04479999840259552,31.0,LANDSAT_7,10.412946701049805,0.20319999754428864,0.0820000022649765,0.3128075196724845,"{""type"":""Point"",""coordinates"":[-72.87655556071256,41.44094102266669]}"
0000000000000000005e_2_LC08_013031_20170723,Wallingford,WF,422.8,false,WF_SGL_6,Sleeping_Giant,SGL,large,2018,0.030500000342726707,2017-07-23,0.7522187488771513,0.04820000007748604,2_LC08_013031_20170723,1.0,0.8790678381919861,0.44749999046325684,13.0,0.02879999950528145,31.0,LANDSAT_8,15.53819465637207,0.18150000274181366,0.07000000029802322,0.3124700499569059,"{""type"":""Point"",""coordinates"":[-72.87655556071256,41.44094102266669]}"
0000000000000000005e_1_2_LE07_013031_20170731,Wallingford,WF,422.8,false,WF_SGL_6,Sleeping_Giant,SGL,large,2018,0.017000000923871994,2017-07-31,0.7128201499929249,0.032999999821186066,1_2_LE07_013031_20170731,1.0,0.9109403491020203,0.4226999878883362,13.0,0.019700000062584877,31.0,LANDSAT_7,21.456851959228516,0.17880000174045563,0.06069999933242798,0.30506304009653096,"{""type"":""Point"",""coordinates"":[-72.87655556071256,41.44094102266669]}"
0000000000000000005e_1_2_LE07_013031_20170816,Wallingford,WF,422.8,false,WF_SGL_6,Sleeping_Giant,SGL,large,2018,0.01810000091791153,2017-08-16,0.6864500877538594,0.03759999945759773,1_2_LE07_013031_20170816,1.0,0.9003993272781372,0.40450000762939453,13.0,0.021199999377131462,31.0,LANDSAT_7,19.080188751220703,0.1704999953508377,0.06270000338554382,0.28811152951045044,"{""type"":""Point"",""coordinates"":[-72.87655556071256,41.44094102266669]}"
0000000000000000005e_2_LC08_013031_20170824,Wallingford,WF,422.8,false,WF_SGL_6,Sleeping_Giant,SGL,large,2018,99.0,2017-08-24,99.0,99.0,2_LC08_013031_20170824,0.0,99.0,99.0,13.0,99.0,31.0,LANDSAT_8,99.0,99.0,99.0,99.0,"{""type"":""Point"",""coordinates"":[-72.87655556071256,41.44094102266669]}"
0000000000000000005e_1_2_LE07_013031_20170901,Wallingford,WF,422.8,false,WF_SGL_6,Sleeping_Giant,SGL,large,2018,0.01810000091791153,2017-09-01,0.6388679109576725,0.034299999475479126,1_2_LE07_013031_20170901,1.0,0.8792378306388855,0.3797000050544739,13.0,0.024399999529123306,31.0,LANDSAT_7,15.56147575378418,0.15790000557899475,0.06340000033378601,0.26767301995173454,"{""type"":""Point"",""coordinates"":[-72.87655556071256,41.44094102266669]}"
0000000000000000005e_2_LC08_013031_20170909,Wallingford,WF,422.8,false,WF_SGL_6,Sleeping_Giant,SGL,large,2018,99.0,2017-09-09,99.0,99.0,2_LC08_013031_20170909,0.0,99.0,99.0,13.0,99.0,31.0,LANDSAT_8,99.0,99.0,99.0,99.0,"{""type"":""Point"",""coordinates"":[-72.87655556071256,41.44094102266669]}"
0000000000000000005e_1_2_LE07_013031_20170917,Wallingford,WF,422.8,false,WF_SGL_6,Sleeping_Giant,SGL,large,2018,99.0,2017-09-17,99.0,99.0,1_2_LE07_013031_20170917,0.0,99.0,99.0,13.0,99.0,31.0,LANDSAT_7,99.0,99.0,99.0,99.0,"{""type"":""Point"",""coordinates"":[-72.87655556071256,41.44094102266669]}"
0000000000000000005e_2_LC08_013031_20170925,Wallingford,WF,422.8,false,WF_SGL_6,Sleeping_Giant,SGL,large,2018,0.02070000022649765,2017-09-25,0.6518447390774458,0.038600001484155655,2_LC08_013031_20170925,1.0,0.8878269791603088,0.37529999017715454,13.0,0.022299999371170998,31.0,LANDSAT_8,16.8295955657959,0.15929999947547913,0.055799998342990875,0.2646852902396035,"{""type"":""Point"",""coordinates"":[-72.87655556071256,41.44094102266669]}"
0000000000000000005e_1_2_LE07_013031_20171003,Wallingford,WF,422.8,false,WF_SGL_6,Sleeping_Giant,SGL,large,2018,99.0,2017-10-03,99.0,99.0,1_2_LE07_013031_20171003,0.0,99.0,99.0,13.0,99.0,31.0,LANDSAT_7,99.0,99.0,99.0,99.0,"{""type"":""Point"",""coordinates"":[-72.87655556071256,41.44094102266669]}"
0000000000000000005e_2_LC08_013031_20171011,Wallingford,WF,422.8,false,WF_SGL_6,Sleeping_Giant,SGL,large,2018,0.01860000006854534,2017-10-11,0.6175712444508091,0.040699999779462814,2_LC08_013031_20171011,1.0,0.8633633852005005,0.37229999899864197,13.0,0.027300000190734863,31.0,LANDSAT_8,13.637362480163574,0.15539999306201935,0.05689999833703041,0.2594226502404654,"{""type"":""Point"",""coordinates"":[-72.87655556071256,41.44094102266669]}"
0000000000000000005e_1_2_LE07_013031_20171019,Wallingford,WF,422.8,false,WF_SGL_6,Sleeping_Giant,SGL,large,2018,0.019200000911951065,2017-10-19,0.5108571428571428,0.03779999911785126,1_2_LE07_013031_20171019,1.0,0.8329192399978638,0.29510000348091125,13.0,0.026900000870227814,31.0,LANDSAT_7,10.970260620117188,0.14499999582767487,0.05869999900460243,0.19878634014393448,"{""type"":""Point"",""coordinates"":[-72.87655556071256,41.44094102266669]}"
0000000000000000005e_2_LC08_013031_20171027,Wallingford,WF,422.8,false,WF_SGL_6,Sleeping_Giant,SGL,large,2018,0.017899999395012856,2017-10-27,0.468181978611513,0.0430000014603138,2_LC08_013031_20171027,1.0,0.7647737264633179,0.3061000108718872,13.0,0.040800001472234726,31.0,LANDSAT_8,7.502450942993164,0.15070000290870667,0.06340000033378601,0.19872382995173452,"{""type"":""Point"",""coordinates"":[-72.87655556071256,41.44094102266669]}"
0000000000000000005e_1_2_LE07_013031_20171104,Wallingford,WF,422.8,false,WF_SGL_6,Sleeping_Giant,SGL,large,2018,99.0,2017-11-04,99.0,99.0,1_2_LE07_013031_20171104,0.0,99.0,99.0,13.0,99.0,31.0,LANDSAT_7,99.0,99.0,99.0,99.0,"{""type"":""Point"",""coordinates"":[-72.87655556071256,41.44094102266669]}"
0000000000000000005e_2_LC08_013031_20171112,Wallingford,WF,422.8,false,WF_SGL_6,Sleeping_Giant,SGL,large,2018,99.0,2017-11-12,99.0,99.0,2_LC08_013031_20171112,0.0,99.0,99.0,13.0,99.0,31.0,LANDSAT_8,99.0,99.0,99.0,99.0,"{""type"":""Point"",""coordinates"":[-72.87655556071256,41.44094102266669]}"
0000000000000000005e_2_LC08_013031_20171128,Wallingford,WF,422.8,false,WF_SGL_6,Sleeping_Giant,SGL,large,2018,0.026000000536441803,2017-11-28,0.26941362916006345,0.03830000013113022,2_LC08_013031_20171128,1.0,0.5698323845863342,0.19670000672340393,13.0,0.05389999970793724,31.0,LANDSAT_8,3.649350643157959,0.17820000648498535,0.09390000253915787,0.10100738963283777,"{""type"":""Point"",""coordinates"":[-72.87655556071256,41.44094102266669]}"
0000000000000000005e_2_LC08_013031_20171214,Wallingford,WF,422.8,false,WF_SGL_6,Sleeping_Giant,SGL,large,2018,99.0,2017-12-14,99.0,99.0,2_LC08_013031_20171214,0.0,99.0,99.0,13.0,99.0,31.0,LANDSAT_8,99.0,99.0,99.0,99.0,"{""type"":""Point"",""coordinates"":[-72.87655556071256,41.44094102266669]}"
0000000000000000005f_2_LC08_013031_20170128,Wallingford,WF,422.8,false,WF_SGL_7,Sleeping_Giant,SGL,large,2018,0.011500000022351742,2017-01-28,0.043394644706346464,0.01209999993443489,2_LC08_013031_20170128,1.0,0.42718446254730225,0.029400000348687172,13.0,0.011800000444054604,31.0,LANDSAT_8,2.491525411605835,0.03180000185966492,0.018300000578165054,0.009614499916397332,"{""type"":""Point"",""coordinates"":[-72.8752222894976,41.4404416033487]}"
0000000000000000005f_2_LC08_013031_20170213,Wallingford,WF,422.8,false,WF_SGL_7,Sleeping_Giant,SGL,large,2018,99.0,2017-02-13,99.0,99.0,2_LC08_013031_20170213,0.0,99.0,99.0,13.0,99.0,31.0,LANDSAT_8,99.0,99.0,99.0,99.0,"{""type"":""Point"",""coordinates"":[-72.8752222894976,41.4404416033487]}"
0000000000000000005f_1_2_LE07_013031_20170221,Wallingford,WF,422.8,false,WF_SGL_7,Sleeping_Giant,SGL,large,2018,99.0,2017-02-21,99.0,99.0,1_2_LE07_013031_20170221,0.0,99.0,99.0,13.0,99.0,31.0,LANDSAT_7,99.0,99.0,99.0,99.0,"{""type"":""Point"",""coordinates"":[-72.8752222894976,41.4404416033487]}"
0000000000000000005f_1_2_LE07_013031_20170309,Wallingford,WF,422.8,false,WF_SGL_7,Sleeping_Giant,SGL,large,2018,0.03849999979138374,2017-03-09,0.15862199507855387,0.051100000739097595,1_2_LE07_013031_20170309,1.0,0.3581196665763855,0.15889999270439148,13.0,0.07509999722242355,31.0,LANDSAT_7,2.1158454418182373,0.24289999902248383,0.15800000727176666,0.045640238948502554,"{""type"":""Point"",""coordinates"":[-72.8752222894976,41.4404416033487]}"
0000000000000000005f_2_LC08_013031_20170317,Wallingford,WF,422.8,false,WF_SGL_7,Sleeping_Giant,SGL,large,2018,99.0,2017-03-17,99.0,99.0,2_LC08_013031_20170317,0.0,99.0,99.0,13.0,99.0,31.0,LANDSAT_8,99.0,99.0,99.0,99.0,"{""type"":""Point"",""coordinates"":[-72.8752222894976,41.4404416033487]}"
0000000000000000005f_2_LC08_013031_20170402,Wallingford,WF,422.8,false,WF_SGL_7,Sleeping_Giant,SGL,large,2018,0.041200000792741776,2017-04-02,0.20174994576614363,0.057100001722574234,2_LC08_013031_20170402,1.0,0.4023071229457855,0.19449999928474426,13.0,0.08290000259876251,31.0,LANDSAT_8,2.3462002277374268,0.26030001044273376,0.1736000031232834,0.06567466954837324,"{""type"":""Point"",""coordinates"":[-72.8752222894976,41.4404416033487]}"
0000000000000000005f_1_2_LE07_013031_20170410,Wallingford,WF,422.8,false,WF_SGL_7,Sleeping_Giant,SGL,large,2018,99.0,2017-04-10,99.0,99.0,1_2_LE07_013031_20170410,0.0,99.0,99.0,13.0,99.0,31.0,LANDSAT_7,99.0,99.0,99.0,99.0,"{""type"":""Point"",""coordinates"":[-72.8752222894976,41.4404416033487]}"
0000000000000000005f_2_LC08_013031_20170418,Wallingford,WF,422.8,false,WF_SGL_7,Sleeping_Giant,SGL,large,2018,0.04470000043511391,2017-04-18,0.21759308842954556,0.061900001019239426,2_LC08_013031_20170418,1.0,0.4100235402584076,0.20960000157356262,13.0,0.0877000018954277,31.0,LANDSAT_8,2.389965772628784,0.289000004529953,0.1898999959230423,0.07101886058952811,"{""type"":""Point"",""coordinates"":[-72.8752222894976,41.4404416033487]}"
0000000000000000005f_2_LC08_013031_20170504,Wallingford,WF,422.8,false,WF_SGL_7,Sleeping_Giant,SGL,large,2018,0.03310000151395798,2017-05-04,0.4089675428486447,0.06840000301599503,2_LC08_013031_20170504,1.0,0.6736068725585938,0.2732999920845032,13.0,0.053300000727176666,31.0,LANDSAT_8,5.127579689025879,0.20800000429153442,0.11289999634027481,0.14974715052919624,"{""type"":""Point"",""coordinates"":[-72.8752222894976,41.4404416033487]}"
0000000000000000005f_1_2_LE07_013031_20170512,Wallingford,WF,422.8,false,WF_SGL_7,Sleeping_Giant,SGL,large,2018,99.0,2017-05-12,99.0,99.0,1_2_LE07_013031_20170512,0.0,99.0,99.0,13.0,99.0,31.0,LANDSAT_7,99.0,99.0,99.0,99.0,"{""type"":""Point"",""coordinates"":[-72.8752222894976,41.4404416033487]}"
0000000000000000005f_2_LC08_013031_20170520,Wallingford,WF,422.8,false,WF_SGL_7,Sleeping_Giant,SGL,large,2018,99.0,2017-05-20,99.0,99.0,2_LC08_013031_20170520,0.0,99.0,99.0,13.0,99.0,31.0,LANDSAT_8,99.0,99.0,99.0,99.0,"{""type"":""Point"",""coordinates"":[-72.8752222894976,41.4404416033487]}"
0000000000000000005f_1_2_LE07_013031_20170613,Wallingford,WF,422.8,false,WF_SGL_7,Sleeping_Giant,SGL,large,2018,99.0,2017-06-13,99.0,99.0,1_2_LE07_013031_20170613,0.0,99.0,99.0,13.0,99.0,31.0,LANDSAT_7,99.0,99.0,99.0,99.0,"{""type"":""Point"",""coordinates"":[-72.8752222894976,41.4404416033487]}"
0000000000000000005f_2_LC08_013031_20170621,Wallingford,WF,422.8,false,WF_SGL_7,Sleeping_Giant,SGL,large,2018,99.0,2017-06-21,99.0,99.0,2_LC08_013031_20170621,0.0,99.0,99.0,13.0,99.0,31.0,LANDSAT_8,99.0,99.0,99.0,99.0,"{""type"":""Point"",""coordinates"":[-72.8752222894976,41.4404416033487]}"
0000000000000000005f_1_2_LE07_013031_20170715,Wallingford,WF,422.8,false,WF_SGL_7,Sleeping_Giant,SGL,large,2018,0.03290000185370445,2017-07-15,0.7816515811822551,0.041600000113248825,1_2_LE07_013031_20170715,1.0,0.8966032862663269,0.4438999891281128,13.0,0.02419999986886978,31.0,LANDSAT_7,18.342975616455078,0.17319999635219574,0.06520000100135803,0.31405284985520365,"{""type"":""Point"",""coordinates"":[-72.8752222894976,41.4404416033487]}"
0000000000000000005f_2_LC08_013031_20170723,Wallingford,WF,422.8,false,WF_SGL_7,Sleeping_Giant,SGL,large,2018,0.02930000051856041,2017-07-23,0.7203186663224284,0.04360000044107437,2_LC08_013031_20170723,1.0,0.8809201717376709,0.4169999957084656,13.0,0.026399999856948853,31.0,LANDSAT_8,15.795454978942871,0.17069999873638153,0.06480000168085098,0.29168038975694893,"{""type"":""Point"",""coordinates"":[-72.8752222894976,41.4404416033487]}"
0000000000000000005f_1_2_LE07_013031_20170731,Wallingford,WF,422.8,false,WF_SGL_7,Sleeping_Giant,SGL,large,2018,0.015399999916553497,2017-07-31,0.6681945140729071,0.035100001841783524,1_2_LE07_013031_20170731,1.0,0.9040697813034058,0.3930000066757202,13.0,0.01979999989271164,31.0,LANDSAT_7,19.84848403930664,0.16279999911785126,0.06300000101327896,0.2807670098534799,"{""type"":""Point"",""coordinates"":[-72.8752222894976,41.4404416033487]}"
0000000000000000005f_1_2_LE07_013031_20170816,Wallingford,WF,422.8,false,WF_SGL_7,Sleeping_Giant,SGL,large,2018,0.016200000420212746,2017-08-16,0.6561993815343836,0.03350000083446503,1_2_LE07_013031_20170816,1.0,0.9101353287696838,0.374099999666214,13.0,0.01759999990463257,31.0,LANDSAT_7,21.25568199157715,0.15629999339580536,0.05299999937415123,0.26861599009049775,"{""type"":""Point"",""coordinates"":[-72.8752222894976,41.4404416033487]}"
0000000000000000005f_2_LC08_013031_20170824,Wallingford,WF,422.8,false,WF_SGL_7,Sleeping_Giant,SGL,large,2018,99.0,2017-08-24,99.0,99.0,2_LC08_013031_20170824,0.0,99.0,99.0,13.0,99.0,31.0,LANDSAT_8,99.0,99.0,99.0,99.0,"{""type"":""Point"",""coordinates"":[-72.8752222894976,41.4404416033487]}"
0000000000000000005f_1_2_LE07_013031_20170901,Wallingford,WF,422.8,false,WF_SGL_7,Sleeping_Giant,SGL,large,2018,0.014299999922513962,2017-09-01,0.5932972658944845,0.03220000118017197,1_2_LE07_013031_20170901,1.0,0.8789671659469604,0.34929999709129333,13.0,0.02250000089406967,31.0,LANDSAT_7,15.524444580078125,0.15070000290870667,0.051100000739097595,0.24745402989312654,"{""type"":""Point"",""coordinates"":[-72.8752222894976,41.4404416033487]}"
0000000000000000005f_2_LC08_013031_20170909,Wallingford,WF,422.8,false,WF_SGL_7,Sleeping_Giant,SGL,large,2018,99.0,2017-09-09,99.0,99.0,2_LC08_013031_20170909,0.0,99.0,99.0,13.0,99.0,31.0,LANDSAT_8,99.0,99.0,99.0,99.0,"{""type"":""Point"",""coordinates"":[-72.8752222894976,41.4404416033487]}"
0000000000000000005f_1_2_LE07_013031_20170917,Wallingford,WF,422.8,false,WF_SGL_7,Sleeping_Giant,SGL,large,2018,99.0,2017-09-17,99.0,99.0,1_2_LE07_013031_20170917,0.0,99.0,99.0,13.0,99.0,31.0,LANDSAT_7,99.0,99.0,99.0,99.0,"{""type"":""Point"",""coordinates"":[-72.8752222894976,41.4404416033487]}"
0000000000000000005f_2_LC08_013031_20170925,Wallingford,WF,422.8,false,WF_SGL_7,Sleeping_Giant,SGL,large,2018,0.022700000554323196,2017-09-25,0.5991759405444954,0.03579999879002571,2_LC08_013031_20170925,1.0,0.8736664652824402,0.3337000012397766,13.0,0.02250000089406967,31.0,LANDSAT_8,14.831110954284668,0.14630000293254852,0.051600001752376556,0.23263484974660636,"{""type"":""Point"",""coordinates"":[-72.8752222894976,41.4404416033487]}"
0000000000000000005f_1_2_LE07_013031_20171003,Wallingford,WF,422.8,false,WF_SGL_7,Sleeping_Giant,SGL,large,2018,0.025200000032782555,2017-10-03,0.3233103968328777,0.027899999171495438,1_2_LE07_013031_20171003,1.0,0.8099173307418823,0.15330000221729279,13.0,0.016100000590085983,31.0,LANDSAT_7,9.52173900604248,0.04749999940395355,0.013899999670684338,0.09985245004761904,"{""type"":""Point"",""coordinates"":[-72.8752222894976,41.4404416033487]}"
0000000000000000005f_2_LC08_013031_20171011,Wallingford,WF,422.8,false,WF_SGL_7,Sleeping_Giant,SGL,large,2018,0.01720000058412552,2017-10-11,0.5002315886984715,0.03400000184774399,2_LC08_013031_20171011,1.0,0.8459529876708984,0.28279998898506165,13.0,0.023600000888109207,31.0,LANDSAT_8,11.983051300048828,0.13279999792575836,0.04989999905228615,0.1933151001370394,"{""type"":""Point"",""coordinates"":[-72.8752222894976,41.4404416033487]}"
0000000000000000005f_1_2_LE07_013031_20171019,Wallingford,WF,422.8,false,WF_SGL_7,Sleeping_Giant,SGL,large,2018,0.02419999986886978,2017-10-19,0.4333278594301666,0.03519999980926514,1_2_LE07_013031_20171019,1.0,0.7969045042991638,0.23800000548362732,13.0,0.026900000870227814,31.0,LANDSAT_7,8.847583770751953,0.1387999951839447,0.05869999900460243,0.1533816201439345,"{""type"":""Point"",""coordinates"":[-72.8752222894976,41.4404416033487]}"
0000000000000000005f_2_LC08_013031_20171027,Wallingford,WF,422.8,false,WF_SGL_7,Sleeping_Giant,SGL,large,2018,0.019700000062584877,2017-10-27,0.3527165162691429,0.041200000792741776,2_LC08_013031_20171027,1.0,0.6911225318908691,0.2304999977350235,13.0,0.042100001126527786,31.0,LANDSAT_8,5.475059509277344,0.1444000005722046,0.0706000030040741,0.1372350295656109,"{""type"":""Point"",""coordinates"":[-72.8752222894976,41.4404416033487]}"
0000000000000000005f_1_2_LE07_013031_20171104,Wallingford,WF,422.8,false,WF_SGL_7,Sleeping_Giant,SGL,large,2018,99.0,2017-11-04,99.0,99.0,1_2_LE07_013031_20171104,0.0,99.0,99.0,13.0,99.0,31.0,LANDSAT_7,99.0,99.0,99.0,99.0,"{""type"":""Point"",""coordinates"":[-72.8752222894976,41.4404416033487]}"
