system:index,Block,BlockID,FragSize,Hunted,PointID,Site,SiteID,SizeClass,Year,m_evi_2000_2010_h12_16d,m_evi_2000_2010_h12_full,m_evi_2000_2010_h13_16d,m_evi_2000_2010_h13_full,m_evi_2005_2015_h12_16d,m_evi_2005_2015_h12_full,m_evi_2005_2015_h13_16d,m_evi_2005_2015_h13_full,m_ndvi_2000_2010_h12_16d,m_ndvi_2000_2010_h12_full,m_ndvi_2000_2010_h13_16d,m_ndvi_2000_2010_h13_full,m_ndvi_2005_2015_h12_16d,m_ndvi_2005_2015_h12_full,m_ndvi_2005_2015_h13_16d,m_ndvi_2005_2015_h13_full,m_reanalysis,m_sr_2000_2010_h12_16d,m_sr_2000_2010_h12_full,m_sr_2000_2010_h13_16d,m_sr_2000_2010_h13_full,m_sr_2005_2015_h12_16d,m_sr_2005_2015_h12_full,m_sr_2005_2015_h13_16d,m_sr_2005_2015_h13_full,m_tcg_2000_2010_h12_16d,m_tcg_2000_2010_h12_full,m_tcg_2000_2010_h13_16d,m_tcg_2000_2010_h13_full,m_tcg_2005_2015_h12_16d,m_tcg_2005_2015_h12_full,m_tcg_2005_2015_h13_16d,m_tcg_2005_2015_h13_full,.geo
00000000000000000024,NyeHolman,NH,5.6694,false,NH_TCS_7,NyeHolman_TroopCsmall,TCS,small,2017,-0.6885891813597222,-0.41814592460572425,-0.3295346733074308,-0.00945448337864993,-0.8232304065447904,-0.6805983012647647,-0.45110960931780386,-0.2889513536223888,-0.3199790622796702,-0.3051901777808745,-0.014215108536292098,0.051202140722055645,-0.8284020416804728,-0.6501022666105243,-0.6153402507275256,-0.34164854630655694,0.07480505108833313,0.4221463875296969,-0.3017440274935409,0.5188403264790395,7.353228351289487E-5,-0.9639050430002771,-0.9247690525455512,-0.616314700006908,-0.5000778546964222,-0.6053120413414044,-0.3513703558378243,-0.23657310755177752,0.06374808902898185,-1.018838654777731,-0.8234735676913572,-0.6850401544493565,-0.4611413607802115,"{""type"":""Point"",""coordinates"":[-72.32533486578875,41.88477318692037]}"
0000000000000000006c,Bolton,BL,530.923,false,BL_VFL_5,Valley_Falls,VFL,large,2017,-2.498950124582346,-2.1537820085705874,-2.2319065783853604,-1.749672220076872,-2.1737577376141917,-2.006366524349247,-1.8030923413753375,-1.6086887843577442,-1.7828104055769252,-1.536058362298602,-1.673271012550159,-1.277052302192792,-1.9382940435206697,-1.6050151794208678,-1.8113426040582408,-1.3972659268224483,-2.102381537942325,-2.893982339729154,-2.7119107716197655,-2.4982212980055123,-2.1416161935535163,-3.5318173076350465,-2.8446020007825634,-2.851158931362781,-2.2232335433220456,-2.6832425479768482,-2.293815435672383,-2.447408386760069,-1.8935934586184606,-2.345268242379088,-2.1511076050857922,-2.0499617619075634,-1.827173060027902,"{""type"":""Point"",""coordinates"":[-72.44372399875775,41.80771100251472]}"
0000000000000000006d,Bolton,BL,530.923,false,BL_VFL_6,Valley_Falls,VFL,large,2017,-3.0817564340402153,-2.929121183252019,-3.051817009845048,-2.6473210034756014,-3.1323108362662615,-2.846242769894818,-3.0929645327863473,-2.6396474865125463,-1.911474845960178,-1.7731236455268635,-2.037713755958931,-1.804293287142986,-2.262941727124301,-1.9879256601834026,-2.5325275290220093,-2.097150376157036,-1.9395041995578342,-3.2990950162606767,-2.7365910878809823,-2.952905599344553,-2.294411386458525,-3.9157235941096293,-3.3930368518399767,-3.365297831094262,-2.7514401965371973,-3.1847798891637993,-3.0022835744651326,-3.21500895839123,-2.7554821546987833,-3.3280015217600845,-3.019023212162855,-3.321955293527431,-2.883189480997232,"{""type"":""Point"",""coordinates"":[-72.44298378798287,41.80868308654437]}"
0000000000000000006e,Bolton,BL,530.923,false,BL_VFL_7,Valley_Falls,VFL,large,2017,-2.046011989369475,-2.2374947778531538,-1.707221475588923,-1.723047524490943,-2.6154060290787142,-2.4310865194152265,-2.115954697491972,-1.8954707150580385,-1.6513744045572563,-1.5404005966118597,-1.5091633367194277,-1.3036839052589049,-1.989143160627691,-1.6095283064222439,-1.83581791205734,-1.3876494151194323,-2.4260626898871527,-2.613870600722362,-2.4254673621198424,-2.2892364988485343,-1.9607643784286257,-3.548941870585385,-2.673983643184138,-2.888959646388825,-2.118402558744349,-2.2149824278869,-2.357259110081875,-1.8942543440042214,-1.867975028467926,-2.8813081998371928,-2.6539344765018225,-2.4346562382456156,-2.205996870885132,"{""type"":""Point"",""coordinates"":[-72.44222128170273,41.80771546161577]}"
00000000000000000011,Middletown,MT,69.22,false,MT_WFS_8,Wadsworth_Falls,WFS,small,2017,-0.9141934300166307,-0.9788010849701293,-0.6344725448566998,-0.7261594408790566,-0.3886329953650836,-0.42738540046367673,-0.4478883976613077,-0.533930704759683,-0.6108160345310957,-0.6413119341987233,-0.328743409665999,-0.4474793768521697,-0.09954799179239011,-0.1087507698882548,-0.4496576997444183,-0.27291843032884366,-0.7676886916160583,-0.4374937152136931,-0.8007150742629705,-0.17526012866031157,-0.5823288631180173,-1.204531718967132,-1.0572797177881472,-1.3325740376448496,-1.0418115549329785,-1.0486159043452292,-1.0630854596418087,-0.737986589907302,-0.778558668393897,-0.4685146209579569,-0.5487970190516016,-0.5608881683276897,-0.6742151498281707,"{""type"":""Point"",""coordinates"":[-72.68313759341831,41.532169771119136]}"
00000000000000000012,Middletown,MT,69.22,false,MT_WFS_9,Wadsworth_Falls,WFS,small,2017,-0.7338137458165596,-0.7981098904974624,-0.23860394546580804,-0.4110731388054111,-0.31204186702710024,-0.4657874903418674,-0.4587953837795857,-0.554870050554363,-0.6595722088468597,-0.7715372601455591,-0.21962617760039885,-0.4848142714967028,-0.30950320618170074,-0.35176787803480675,-0.7219622882415682,-0.5152462676616926,-0.9113546013832092,-1.0823286736935485,-1.3288752479034045,-0.6518144149006974,-0.9768247823883031,-1.4160340486348886,-1.4172731726689851,-1.4997253909927344,-1.2682204861312727,-0.8665482936965645,-0.8667166847939473,-0.31951555996698594,-0.44027620242710075,-0.45743546706216265,-0.6403902464644153,-0.6194395200993421,-0.7612449421108181,"{""type"":""Point"",""coordinates"":[-72.68453775114908,41.53445728995956]}"
00000000000000000010,Middletown,MT,69.22,false,MT_WFS_10,Wadsworth_Falls,WFS,small,2017,-0.727057197840926,-0.72556059635016,-0.3055723254904106,-0.39050692375680657,-0.3094051920294802,-0.34942459062340037,-0.24391153025338908,-0.295286989174588,-0.3152252377577202,-0.43161218243787225,0.1569655822249708,-0.20428214141837667,-0.06850931208355329,-0.1371728927780797,-0.28259021307043475,-0.17236035425472035,-0.4396398067474365,-0.15715485138097174,-0.696469412342347,0.23390127879842898,-0.4663715239065466,-0.9493039168576994,-0.85751110653888,-1.0543855603143473,-0.7433763340026132,-0.6813691318471963,-0.7411683600844693,-0.20056713525438874,-0.3926145357724829,-0.42890005691071087,-0.5071914930359733,-0.41569154754195176,-0.4698209250244507,"{""type"":""Point"",""coordinates"":[-72.68120680266216,41.534229875805835]}"
00000000000000000014,Middletown,MT,11.71,false,MT_WSS_8,Wilbert_Snow_School,WSS,small,2017,-0.5161428484865467,-0.6071108246483921,-0.09057202580995044,-0.2539182692613197,0.20040131144001094,0.08762033042101551,0.22976834213269315,0.16184311379959468,0.09354630592133348,-0.18439975655852375,0.6243006616375338,0.14906734182194914,0.30206333573749045,0.1527293208792575,0.21275564482443704,0.26272787333577663,-0.22538632816738552,0.8171682567803423,-0.04534952279024896,1.312392922156445,0.20150083571944918,-0.08801031637682098,-0.2967731662912703,0.0364936456915531,-0.14287870020154403,-0.4461828181027226,-0.5501284907421167,0.06571216135578908,-0.164187382306335,0.1706077000505613,0.03358117817444185,0.18610145380648596,0.09730614903404654,"{""type"":""Point"",""coordinates"":[-72.67393400884399,41.53591987510509]}"
00000000000000000015,Middletown,MT,11.71,false,MT_WSS_9,Wilbert_Snow_School,WSS,small,2017,-0.019261921374554028,-0.023503070638981972,0.33267204985384813,0.21802686116827813,0.19985114051406772,0.01682774998874867,0.20033220210865746,-0.023245159006367054,0.05351337544258039,0.05915851397565598,0.4401819809697957,0.26528937269354164,0.232139346413604,0.11819515943101144,0.09837057513084273,0.05296919301723154,0.29039014710320366,0.6711436959922876,-0.0842486505806662,0.9128381910429466,0.04240016464719787,0.11487283333806769,-0.20438404457791823,0.23256683903144837,-0.13513245145440533,-0.21405484858810186,-0.21386327701765814,0.15182360966787456,0.02118242847058853,0.04231812092504225,-0.1686393248875713,0.05471704937475626,-0.19525485367442694,"{""type"":""Point"",""coordinates"":[-72.67404102726927,41.53843480809923]}"
00000000000000000013,Middletown,MT,11.71,false,MT_WSS_10,Wilbert_Snow_School,WSS,small,2017,-0.6200079863952348,-0.4725962825059367,-0.017451446328845297,-0.07214490247562208,0.012158668214307826,0.03530502806904053,0.053437008960264536,0.18328837972626097,-0.2680591804790662,-0.2250201204511169,0.33862408171976927,0.14767988084516426,0.031965141528573354,-0.060470238141360245,-0.15904004918078188,0.0026932267329489784,-0.40391039848327637,0.5012675080376902,-0.18029312395609187,1.0548524236961987,0.053520553557471144,-0.5281877171830849,-0.578494707168911,-0.41601533985242445,-0.3727888768762069,-0.8136685996710208,-0.635580538572981,-0.20556706865744712,-0.26686302939563655,-0.11918894779817674,-0.12659590683235303,-0.11247598364543952,-0.020733194854446704,"{""type"":""Point"",""coordinates"":[-72.67108018416978,41.53724422811798]}"
00000000000000000037,Storrs,ST,19.6126,false,ST_WWS_5,StorrsTract_WhettonWoods,WWS,small,2017,-0.6964210772508745,-0.48524782243404985,-0.18378194174492665,-0.08236398278487969,-0.9206210644427343,-0.8522515276550893,-0.5400067663709989,-0.4733514373324277,-0.15600006676038627,-0.07827023723821139,0.29191603351106216,0.2510465607847724,-0.5975849068362825,-0.47529119705969847,-0.454591529731484,-0.26491593037995137,-0.6681461334228516,0.4962452536961556,0.24610035828628066,0.6102782872860677,0.44222912853741275,-0.8221593568108129,-0.5095954675295296,-0.5106704068807549,-0.2408771966991538,-0.6581919436259941,-0.3964316486484625,-0.18913205558298177,-0.05031679608403918,-1.0678273667624278,-0.89783008956313,-0.7201059411996038,-0.5638009209148185,"{""type"":""Point"",""coordinates"":[-72.23619297662931,41.806930659830364]}"
00000000000000000038,Storrs,ST,19.6126,false,ST_WWS_7,StorrsTract_WhettonWoods,WWS,small,2017,-1.2288760442604605,-0.9538238493932255,-0.7442373419750596,-0.6601791634993528,-1.4070067174337033,-1.2980050596271717,-1.2258439944998298,-1.1170940569224146,-0.7451641954001301,-0.4779341730695382,-0.40001342307418347,-0.33848509130680254,-0.7798667781685029,-0.6814443221935593,-0.9028873056984581,-0.7567911304340621,-1.0212674140930176,-1.130374969518857,-0.9252713801538226,-0.7939728199506233,-0.6246149871382238,-1.8199485146280163,-1.4902745615313426,-1.5688341856207395,-1.2075760132063094,-1.2593413158008366,-0.9095468095507127,-0.7584527487099247,-0.6351285223553079,-1.7159516510606514,-1.4587563537451889,-1.5707726594965439,-1.3008844761969147,"{""type"":""Point"",""coordinates"":[-72.2348730827175,41.8063821904008]}"
00000000000000000039,Storrs,ST,19.6126,false,ST_WWS_9,StorrsTract_WhettonWoods,WWS,small,2017,-1.3504125186346485,-1.0918740571573835,-0.7178658420457437,-0.6723618094980017,-1.3606492967804882,-0.8885778448323509,-0.9421812550191627,-0.6733431605131568,-0.6537132395617458,-0.31956375393549086,-0.11076504603541493,-0.032825881714551905,-0.9062834203658834,-0.7153193548083718,-0.7190730235906395,-0.5875284259646085,-1.1174198389053345,-0.6037675499627969,-0.6044605926968258,-0.2383098205192051,-0.33831156960287134,-1.606622936523098,-1.2479946108791937,-1.0603865033180049,-0.8794970202339634,-1.3630416027028378,-0.9872896494636638,-0.7438402369513317,-0.5808625673441069,-1.6011809495617793,-1.059372870136246,-1.2037910085528405,-0.8493136744864584,"{""type"":""Point"",""coordinates"":[-72.23437366339951,41.808210421832705]}"
00000000000000000060,Beaver_Brook,BB,389.226,true,BB_BBL_5,Beaver_Brook_large,BBL,large,2017,-2.8686673176371595,-2.6054975618240936,-2.621390541779122,-2.2583620440925833,-3.111434662480358,-2.536800250325393,-3.079106163645741,-2.6227676739176116,-2.0494316713946614,-1.8913558739412875,-2.030898101684539,-1.7855998100842132,-2.4466820438341377,-2.06714539014746,-2.9458749229640153,-2.4152398977378318,-2.8165866004096136,-3.348507187474016,-2.617775173503057,-2.6244442647200543,-2.073542759936017,-4.182683403127407,-3.32393817521194,-3.5749373160374223,-2.8953302434420527,-3.024456496468053,-2.7082730424971393,-2.869240918054399,-2.435889678836021,-3.514491948985186,-2.8198245045545964,-3.618033643784036,-3.035047818168738,"{""type"":""Point"",""coordinates"":[-72.13306288746521,41.741948180178504]}"
00000000000000000061,Beaver_Brook,BB,389.226,true,BB_BBL_6,Beaver_Brook_large,BBL,large,2017,-3.3694390885917853,-3.130136229876364,-3.052565430043826,-2.800970939956817,-3.3994828784996187,-2.9232160542160983,-3.4049973104408693,-2.9282377078997226,-2.0565672203737906,-1.9562827911160172,-1.9184644230108514,-1.9121459981836475,-2.366377626824365,-2.154963167075078,-2.757622191956399,-2.486396263080588,-3.7050852457682293,-3.3754216480140675,-3.0310391055883175,-2.6995689251866004,-2.443153127487463,-3.8246674393579436,-3.431233021001451,-3.3206262269144733,-2.9912599461978138,-3.543378582026822,-3.3202590717425484,-3.379503794246883,-3.051148107084657,-3.7570358529141616,-3.337985618378837,-3.9727194053699506,-3.5069660937983986,"{""type"":""Point"",""coordinates"":[-72.13226916747772,41.74290242780394]}"
00000000000000000062,Beaver_Brook,BB,389.226,true,BB_BBL_7,Beaver_Brook_large,BBL,large,2017,-2.9917152856262197,-2.7936244260556244,-2.569013516427161,-2.2950811003169473,-3.1022303200272185,-2.3741059243402507,-2.9092380959928987,-2.354275492261565,-1.9675286306190243,-1.7665795280821222,-1.8064606305581923,-1.5660342131594815,-1.9335967877837585,-1.6546011480233116,-2.24870878797905,-1.914653992060376,-3.059663884779986,-3.319011168561173,-2.953639387022243,-2.570377542562225,-2.278201298000892,-3.886849751229115,-3.0572642916758515,-3.1430343816839987,-2.5809843940944273,-3.1224422068206854,-2.9718130141693075,-2.8152896731671944,-2.5172814270970547,-3.527309232205168,-2.712828523014827,-3.517062048440596,-2.8060250008986594,"{""type"":""Point"",""coordinates"":[-72.13156017041021,41.74190804826902]}"
0000000000000000001c,NyeHolman,NH,245.924,true,NH_BRL_5,BabcockRd_large,BRL,large,2017,-2.9365221436990527,-2.5821492452045076,-2.078038315758086,-1.7944600911676498,-2.6149900514063766,-2.237381846608565,-1.828865939283256,-1.5326863658705314,-1.426759825476841,-1.2816683696224098,-1.053852205386253,-0.8877355508010689,-1.7308584243029244,-1.3621887706317266,-1.4592093730584859,-1.0134542457758073,-2.6189701557159424,-2.5376195992966233,-2.189207684884504,-1.8155302384411653,-1.5636633556998774,-3.13747854710439,-2.6147344484931017,-2.331404628055607,-1.7849285258068828,-3.2124853813165175,-2.7241437844771372,-2.4273419142081893,-2.0047543462608397,-2.9223740128177056,-2.4792612101574836,-2.2515872653116693,-1.844005679134602,"{""type"":""Point"",""coordinates"":[-72.30648624563584,41.89973793005573]}"
0000000000000000001d,NyeHolman,NH,245.924,true,NH_BRL_6,BabcockRd_large,BRL,large,2017,-1.987771437438285,-1.5733114334182647,-1.3207731271007876,-0.9078271486147361,-2.1540415539238036,-1.9378951571067589,-1.47886018672262,-1.266994383692479,-1.0439339521453312,-0.9198686579847006,-0.5580672246261799,-0.393417424447407,-1.7058855905432573,-1.3960397797732007,-1.336824574423714,-0.9683320149267604,-1.4919929504394531,-1.7953326559463254,-1.6007088455333083,-1.1226668307401613,-0.9761460939864721,-2.9765112463660692,-2.5485780262721027,-2.214658589441431,-1.762821845522196,-2.2031927674048113,-1.7095313972639268,-1.5303509396779256,-1.0291875589231858,-2.4580969266847825,-2.2058019440691528,-1.8395500439938237,-1.558473169210114,"{""type"":""Point"",""coordinates"":[-72.30582629867993,41.90075014599488]}"
0000000000000000001e,NyeHolman,NH,245.924,true,NH_BRL_7,BabcockRd_large,BRL,large,2017,-2.2336649793496823,-1.540370185651979,-1.5234620385963855,-0.9188640090231909,-2.148792614414736,-1.801667549965936,-1.4366183370068466,-1.179041236335315,-0.8451254626742203,-0.6104046638402858,-0.5116122956709971,-0.27250730037273063,-1.6255334327739848,-1.2525691758387743,-1.186428088883099,-0.7957221959133506,-1.4307323904598461,-1.8175392727218187,-1.383482075856506,-1.0701799580575566,-0.8496987826068609,-2.7186722424888146,-2.207373794279736,-1.875389975107586,-1.4348741913616236,-2.683546536357299,-1.81326263211271,-1.9436289161461335,-1.1922070101004087,-2.5041873952463676,-2.1022615859465152,-1.8460682301955833,-1.499943876457724,"{""type"":""Point"",""coordinates"":[-72.3049835285808,41.899809275672595]}"
0000000000000000006f,BishopSwamp,BS,136.619,true,BS_BSM_5,BishopSwamp_medium,BSM,medium,2017,-1.5228286380960834,-1.5300053761600054,-0.9381053543580783,-0.9302986847981924,-1.3024737318011437,-1.2277741940631643,-0.7763799137744246,-0.821769571183936,-1.057381788625386,-0.9218855903633051,-0.6542133999618892,-0.5535340215917314,-1.0085572224720982,-0.9031037597499328,-0.7427915225833532,-0.6682790664395223,-0.9503517786661784,-1.6348183902204296,-1.5545141855084301,-1.0740677853413902,-1.0702898620314765,-1.886984884093502,-1.794154875797875,-1.3490248726984821,-1.3071500930225288,-1.5168385975234635,-1.5346874374622919,-0.9477485922915638,-0.9247274899607945,-1.5763758909012344,-1.4933257443470185,-1.0953650644509454,-1.0970259144167827,"{""type"":""Point"",""coordinates"":[-72.40297673333136,41.7114122561645]}"
00000000000000000070,BishopSwamp,BS,136.619,true,BS_BSM_6,BishopSwamp_medium,BSM,medium,2017,-2.075454094384698,-1.967519338525718,-1.5782579881485252,-1.4181157656689212,-1.8149483984860946,-1.6208134562494716,-1.4375247879561899,-1.3471777708497514,-1.4478749996598557,-1.162647842842057,-1.1540923034990638,-0.8502913890279362,-1.450528566655515,-1.1960892715250369,-1.4954215081110382,-1.150305865607543,-1.5838372366768974,-2.2792496669684637,-1.8896196964318457,-1.7401092066653883,-1.4224672739326398,-2.726457242351244,-2.3447921024866516,-2.291151865381202,-1.8976609617289952,-2.1228046688236337,-2.015806667271401,-1.6611496753348722,-1.4744668504237153,-2.1205953978443834,-1.9010874918683822,-1.8050302056875749,-1.646183992932768,"{""type"":""Point"",""coordinates"":[-72.40389084904731,41.7123129945773]}"
00000000000000000071,BishopSwamp,BS,136.619,true,BS_BSM_7,BishopSwamp_medium,BSM,medium,2017,-1.335518213711058,-1.3140500073371704,-0.7040003402292344,-0.5661938091876865,-1.1626895564630715,-1.2024520158389014,-0.667054841320488,-0.7282753715814587,-0.855489672681583,-0.8187430585626324,-0.38365735063069717,-0.30286498709136483,-0.9198675713136647,-0.8996188286038451,-0.6796443486175547,-0.6038150368246229,-0.502277119954427,-0.6417234691952801,-0.8986455202731067,-0.26275601554819095,-0.4434277499450646,-1.7847942373318042,-1.7482914276412573,-1.2334623237322049,-1.172469499303688,-1.1748130134023593,-1.1321807333972604,-0.5815377762534962,-0.42255875606063104,-1.388499576892749,-1.4150151347318898,-0.9317911980721358,-0.9817858431937072,"{""type"":""Point"",""coordinates"":[-72.40239705019441,41.712451226709966]}"
00000000000000000072,BishopSwamp,BS,14.1268,true,BS_BSS_5,BishopSwamp_small,BSS,small,2017,-0.9323742739715482,-0.7668732717314322,-0.21323654092492217,-0.041655482579124735,-0.7507970831007686,-0.6444643618805153,-0.15188122830503667,-0.06266802061103047,-0.6480481645956405,-0.5485821727827181,0.0735203992551567,0.14790152286017494,-0.7502600091102432,-0.5975757381032258,-0.26133338066852396,-0.05437370356104575,0.058350702126820884,0.1229900485519261,-0.2994070810486943,0.6089368333271171,0.19270364511190116,-1.0163796156739646,-0.772362192076791,-0.33490703695814006,-0.22071208635265344,-0.8900737162323461,-0.5900768306852475,-0.17762998410220243,0.1050972371242446,-0.946809564894372,-0.7748196472433263,-0.3740599222676374,-0.24488689995353133,"{""type"":""Point"",""coordinates"":[-72.38892610591193,41.70983819349264]}"
00000000000000000073,BishopSwamp,BS,14.1268,true,BS_BSS_6,BishopSwamp_small,BSS,small,2017,-0.9824454274099743,-0.8490630845283339,-0.3506176506661053,-0.12807930528167885,-0.6404144949010515,-0.5813321642917031,-0.18886101630101065,-0.11418379088467095,-0.7936585496412544,-0.6647299687765266,-0.15076568461969464,-0.029023995513017296,-0.6199910678138227,-0.5126297853356321,-0.20479059432086763,-0.049031096274534086,0.10876090709979717,0.33094901587541253,0.017965857551123374,0.7328959853895168,0.5061200653569549,-0.7119858292915459,-0.5588841402900043,-0.22406080872217557,-0.0976047973762414,-0.7575930820631196,-0.6144126240738487,-0.14386155694242417,0.08865332322059495,-0.7682436081208244,-0.6879213676544832,-0.346639477376699,-0.25863817518783433,"{""type"":""Point"",""coordinates"":[-72.38835088187605,41.71088608224019]}"
00000000000000000074,BishopSwamp,BS,14.1268,true,BS_BSS_7,BishopSwamp_small,BSS,small,2017,-0.744954749869457,-0.6324430811821571,-0.08001106194765523,-8.38087352011256E-5,-0.411248278999644,-0.3956797431351751,0.12985385838050828,0.09618500297826636,-0.6436719671374862,-0.4649486376733787,-5.560035154241951E-4,0.06043938032250987,-0.6375347524903288,-0.5032686598703815,-0.1346119280581107,-0.019624790731017198,0.0840682158103356,0.5150483719965755,-0.035539009518108206,0.8861969856146302,0.34968384758728843,-0.6504764510859714,-0.4828087723940817,-0.11351012719155153,-0.023870226893922507,-0.6712846679600935,-0.4285296208897082,1.5673600128812188E-4,0.18307530540123576,-0.5309805431250779,-0.49350821835981173,-0.0041769902544030605,-0.012590544924271726,"{""type"":""Point"",""coordinates"":[-72.38743676616009,41.709994262029504]}"
00000000000000000079,Cockaponset,CP,189.202,true,CP_CPM_8,Cockaponset_Medium,CPM,medium,2017,-1.729910256228594,-1.7225844732890814,-1.5890236171404937,-1.3438122099769516,-2.392332408763347,-1.9966694137473282,-2.3438543677572667,-1.8667817729970178,-1.116698418308251,-1.1650101605248078,-1.1844237508887465,-0.9255437358201777,-1.4993369559839431,-1.206961713330548,-1.795411667979341,-1.3000319750948899,-1.3756541201942845,-1.9617997819179995,-1.7433530414070442,-1.6541668396338334,-1.3588906382280286,-3.2464023400318704,-2.5154026999482144,-2.6562081548339807,-2.006652732093131,-1.759881458841922,-1.7129150022580633,-1.6732490914462574,-1.3771254381660971,-2.7184347933108244,-2.3076738620070105,-2.7742234984197145,-2.239019479786484,"{""type"":""Point"",""coordinates"":[-72.53968831252895,41.43161704236393]}"
0000000000000000007a,Cockaponset,CP,189.202,true,CP_CPM_9,Cockaponset_Medium,CPM,medium,2017,-1.2644038728049092,-1.1198417663958273,-1.1261288659014914,-0.9652058853403004,-1.4870703261851976,-1.3072475946413915,-1.5886083716123764,-1.254908552222009,-0.8097294383509045,-0.5561762268299743,-0.6414615797276623,-0.3770576612284795,-0.8834761718264539,-0.6879501974824628,-1.1644398774401636,-0.7225778686146768,-1.556563657872817,-0.6701533964407438,-0.7137831568989682,-0.45689171198731043,-0.472706015897773,-2.239982277156728,-1.7988393318524714,-1.9613916740386799,-1.480452959455391,-1.3562565297373022,-1.199936276623237,-1.2486239628710678,-1.0602086832165518,-1.6810592242171405,-1.533744965297559,-1.8657612999494044,-1.5445343485449001,"{""type"":""Point"",""coordinates"":[-72.53823910468658,41.4338911839012]}"
00000000000000000078,Cockaponset,CP,189.202,true,CP_CPM_10,Cockaponset_Medium,CPM,medium,2017,-2.067137185932542,-1.8951642075789463,-2.029251100856489,-1.786024759095329,-2.6535912936155674,-2.2410644900326466,-2.7470576511023674,-2.20989674532863,-1.5054232594262724,-1.3265481587304642,-1.5284463763559257,-1.2585579188440243,-1.634137298224609,-1.3890205634739738,-1.991705148293973,-1.5678199046821457,-2.105514717102051,-2.0111340041300307,-1.8454679339116886,-1.7623415468378691,-1.5496597679572082,-3.0747064085745675,-2.5841780161844943,-2.8071366792957084,-2.196906086745019,-2.1149755968330375,-1.904992702825969,-2.1659257542475814,-1.8521941571745049,-2.933163619022034,-2.484328566583256,-3.2348004992334305,-2.609936984085212,"{""type"":""Point"",""coordinates"":[-72.53634398673887,41.431813242810286]}"
00000000000000000004,Meshomasic,MM,144.228,true,MM_GHM_5,GoodaleHillRd_medium,GHM,medium,2017,-1.6774867548805261,-1.5948603322153416,-1.416916098206624,-1.4263051913391325,-1.5371297870284086,-1.4590386475687291,-1.4649844994430656,-1.3057393019766148,-1.1440827431227043,-0.9668627409879785,-1.0451309119859,-0.9378008486975081,-1.3336429878155072,-1.0702536433272762,-1.5649898874965849,-1.113725324665584,-1.9613917957652698,-1.9652128532018478,-1.7402357982690582,-1.5237584808204039,-1.3974093592652708,-2.9086254687756985,-2.1526520916517935,-2.4148220543825802,-1.6855014437496727,-1.8674832910521788,-1.693087920447015,-1.6298007046961709,-1.5240420323702117,-1.8600641298533005,-1.7943290987039702,-1.8449885940897301,-1.6663185975937813,"{""type"":""Point"",""coordinates"":[-72.50315935669913,41.686909495875824]}"
00000000000000000005,Meshomasic,MM,144.228,true,MM_GHM_6,GoodaleHillRd_medium,GHM,medium,2017,-1.9648203076116153,-1.6172650512283653,-1.7043366921588177,-1.4249203054827586,-2.0387519920005577,-1.765967872395779,-1.8960599643710885,-1.7088365020762126,-0.968490329366438,-0.8378642724938917,-0.8536438883326223,-0.7791060219606928,-1.343858265209623,-1.0334184319444355,-1.5876881597212154,-1.169333230473995,-1.4849446296691895,-2.276643055047677,-1.886298966229602,-1.749201972287438,-1.5260225061596038,-3.1211173719873235,-2.423866298611165,-2.6383549672502538,-2.0777803786993596,-2.1703664593862717,-1.8411765975743655,-1.951792475068877,-1.6750597018443412,-2.373502178075831,-2.0605759311114284,-2.3250632160436373,-2.0668166912562933,"{""type"":""Point"",""coordinates"":[-72.50337339354968,41.688024271139184]}"
00000000000000000006,Meshomasic,MM,144.228,true,MM_GHM_7,GoodaleHillRd_medium,GHM,medium,2017,-2.1344696281280835,-1.86159338331972,-1.9740976445209646,-1.751597275823555,-1.656314571317851,-1.523059472354745,-1.8499360748779679,-1.7196836206970516,-1.5092428633227624,-1.2428942319429364,-1.5203302699919061,-1.2745537924658425,-1.2378869108630688,-1.0165636162647784,-1.7260192019782927,-1.3478221849653829,-2.1648233201768665,-3.0510480051177904,-2.327030166590194,-2.4249948388289364,-1.8937773826427264,-3.024680199765359,-2.314984414261331,-2.636756597585971,-1.9798748947434277,-2.3672953172676507,-2.1247661499876904,-2.240252253859676,-2.0408423197729224,-2.005264755689356,-1.8715690494509212,-2.2908050196653957,-2.138579356170542,"{""type"":""Point"",""coordinates"":[-72.50197769491996,41.68760511564016]}"
00000000000000000007,Meshomasic,MM,97.3906,true,MM_GHS_6,GoodaleHillRd_small,GHS,small,2017,-1.8739408499046282,-1.4527457144313307,-1.4159515716072792,-1.2427503784373006,-1.635069683488735,-1.6399491693005948,-1.4404796814305685,-1.4388060726155996,-1.065557285455427,-0.8616635959665544,-0.833955417609492,-0.7908123938319749,-1.394353873431969,-1.1435062223770787,-1.439616485754075,-1.0817116432943803,-1.429114818572998,-1.5878392556262928,-1.6224516285213824,-1.1521151958636533,-1.2940526723536614,-2.8462670050167946,-2.12328351897883,-2.359866106497424,-1.6760630018242628,-2.049270877578166,-1.5559264259568957,-1.653626446544276,-1.4020295160814469,-1.9304070993155193,-1.9013819030226675,-1.8328809441231233,-1.7578482169510914,"{""type"":""Point"",""coordinates"":[-72.50274911940221,41.69515437372363]}"
